Date,Time,Source,Headline,Symbol,Company,Positive,Negative,Neutral
06/07/2022,6:01PM,TipRanks,Apple WWDC 2022: Everything You Need to Know,NASDAQ:AAPL,Apple Inc,0.0327409990131855,0.022927405312657356,0.9443315863609314
06/07/2022,11:37AM,TipRanks,Daniel Ives Tweets in Favor of Apple’s M2 Chip,NASDAQ:AAPL,Apple Inc,0.12771004438400269,0.15405592322349548,0.7182340621948242
06/07/2022,8:05AM,TipRanks,Apple (AAPL) Gets a Buy Rating from Monness,NASDAQ:AAPL,Apple Inc,0.36649197340011597,0.00895936880260706,0.6245486736297607
06/07/2022,6:15AM,TipRanks,Apple (AAPL) Gets a Hold Rating from Rosenblatt Securities,NASDAQ:AAPL,Apple Inc,0.3101954758167267,0.007745502050966024,0.6820590496063232
06/07/2022,5:32AM,Benzinga,Apple Is Reinventing CarPlay: Here's How It Will Change Drivers' Experience,NASDAQ:AAPL,Apple Inc,0.06750736385583878,0.014773949980735779,0.9177187085151672
06/06/2022,5:15PM,Business Wire,Apple Provides Developers with Even More Powerful Technologies to Push the App Experience Forward,NASDAQ:AAPL,Apple Inc,0.6777706146240234,0.009470582939684391,0.3127588927745819
06/06/2022,2:30PM,Business Wire,"Apple Unveils M2, Taking the Breakthrough Performance and Capabilities of M1 Even Further",NASDAQ:AAPL,Apple Inc,0.9353150725364685,0.013088271021842957,0.05159665644168854
06/06/2022,2:30PM,Business Wire,"Apple Unveils All-New MacBook Air, Supercharged by the New M2 Chip",NASDAQ:AAPL,Apple Inc,0.502679705619812,0.014673084020614624,0.48264724016189575
06/06/2022,1:43PM,Business Wire,Apple Unveils an All-New Lock Screen Experience and New Ways to Share and Communicate in iOS 16,NASDAQ:AAPL,Apple Inc,0.5326482653617859,0.012092354707419872,0.45525944232940674
06/06/2022,10:23AM,Benzinga,"This Solar Company's 5-Year Return Makes Tesla, Disney, Apple, Microsoft, Ford And Amazon Look Trivial",NASDAQ:AAPL,Apple Inc,0.35579580068588257,0.010573492385447025,0.6336307525634766
06/06/2022,8:54AM,TipRanks,Here’s a Sneak-Peak of Apple’s Annual Developer Conference,NASDAQ:AAPL,Apple Inc,0.03693585470318794,0.02584047056734562,0.9372236132621765
06/03/2022,8:23PM,TipRanks,Apple: What to Look Out for at the Upcoming WWDC 2022 Event,NASDAQ:AAPL,Apple Inc,0.04088795557618141,0.016601549461483955,0.9425104856491089
06/03/2022,10:16AM,TipRanks,Square Teams Up with Apple for “Tap to Pay”,NASDAQ:AAPL,Apple Inc,0.2571221590042114,0.017706967890262604,0.7251708507537842
06/03/2022,2:45AM,TipRanks,Apple (AAPL) Receives a Hold from Goldman Sachs,NASDAQ:AAPL,Apple Inc,0.13886700570583344,0.009670088067650795,0.8514629602432251
06/02/2022,8:07PM,TipRanks,"Apple: VR/AR Headset, China’s Reopening Could Boost Shares",NASDAQ:AAPL,Apple Inc,0.948904275894165,0.014271908439695835,0.03682386875152588
06/01/2022,10:46AM,TipRanks,Apple Faces Higher Employment Costs: Now What?,NASDAQ:AAPL,Apple Inc,0.02946127951145172,0.6957674622535706,0.27477124333381653
05/31/2022,12:00PM,Benzinga,"This Advertising Company Has A Better 5-Year Return Than Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.943533718585968,0.011049504391849041,0.04541682079434395
05/28/2022,11:48AM,Benzinga,"Benzinga Bulls And Bears Of The Week: Coinbase, Tesla, Apple, Nvidia, Planet Fitness And This Legacy Automaker",NASDAQ:AAPL,Apple Inc,0.04926368221640587,0.01734335348010063,0.9333930015563965
05/27/2022,5:49PM,Dow Jones News,"Labor Group at Apple Atlanta Store Withdraws Election Request, Bloomberg Reports",NASDAQ:AAPL,Apple Inc,0.011996571905910969,0.9033277630805969,0.08467564731836319
05/26/2022,3:59AM,Dow Jones News,"Apple Plans to Keep iPhone Production Flat This Year, Bloomberg Reports",NASDAQ:AAPL,Apple Inc,0.013978158123791218,0.9413525462150574,0.0446692518889904
05/25/2022,3:20PM,Benzinga,Why Luminar Shares Are Rising Today and What's Its Connection To Apple Car?,NASDAQ:AAPL,Apple Inc,0.08294326812028885,0.016302449628710747,0.9007542133331299
05/24/2022,9:00AM,Business Wire,Apple Unveils New Apple Watch Pride Edition Bands,NASDAQ:AAPL,Apple Inc,0.10240264981985092,0.014278875663876534,0.8833184838294983
05/24/2022,8:00AM,Business Wire,"Apple Expands Today at Apple Creative Studios, Providing New Opportunities to Young Creatives",NASDAQ:AAPL,Apple Inc,0.839959442615509,0.007195500656962395,0.15284505486488342
05/23/2022,10:05PM,TipRanks,Analysts’ Opinions Are Mixed on These Technology Stocks: Apple (AAPL) and VMware (VMW),NASDAQ:AAPL,Apple Inc,0.01750575564801693,0.8134683966636658,0.16902585327625275
05/23/2022,11:43AM,TipRanks,Why Does Apple Want to Shift Its Base From China to India & Vietnam?,NASDAQ:AAPL,Apple Inc,0.05605609714984894,0.026895008981227875,0.9170489311218262
05/23/2022,5:06AM,TipRanks,Apple (AAPL) Gets a Buy Rating from Fundamental Research,NASDAQ:AAPL,Apple Inc,0.5860070586204529,0.009063007310032845,0.4049299657344818
05/22/2022,4:52PM,TipRanks,Apple Faces Macroeconomic Headwinds! Is It Still A Buy?!,NASDAQ:AAPL,Apple Inc,0.04214802384376526,0.7078343033790588,0.2500177323818207
05/22/2022,8:41AM,TipRanks,"Across the World, Apple faces Macro Pressures",NASDAQ:AAPL,Apple Inc,0.013291176408529282,0.9464045166969299,0.04030435159802437
05/21/2022,1:51PM,Benzinga,"This Solar Company's 5-Year Return Makes Bitcoin, Dogecoin, Tesla, Disney, Apple, Microsoft, Ford And Amazon Look Trivial",NASDAQ:AAPL,Apple Inc,0.5467507243156433,0.010370046831667423,0.4428792893886566
05/17/2022,3:09PM,TipRanks,A Look at Apple’s Untapped Advertising Opportunity,NASDAQ:AAPL,Apple Inc,0.07884469628334045,0.01809675060212612,0.9030585289001465
05/17/2022,1:05PM,Dow Jones News,"Apple Delays Return-to-Office Plans Due to Covid, Bloomberg Reports",NASDAQ:AAPL,Apple Inc,0.007978676818311214,0.9485220909118652,0.04349926859140396
05/17/2022,10:20AM,TipRanks,Apple Stock: Looks Cheap amid Bear Market,NASDAQ:AAPL,Apple Inc,0.728403627872467,0.05073896422982216,0.22085732221603394
05/17/2022,8:00AM,Business Wire,"Apple Previews Innovative Accessibility Features Combining the Power of Hardware, Software, and Machine Learning",NASDAQ:AAPL,Apple Inc,0.6296168565750122,0.010163928382098675,0.36021921038627625
05/17/2022,12:05AM,TipRanks,Apple (AAPL) Receives a Buy from Evercore ISI,NASDAQ:AAPL,Apple Inc,0.5050669312477112,0.009844060987234116,0.4850890338420868
05/16/2022,8:05AM,TipRanks,Apple is Testing Potentially Risky iPhone Remodelling,NASDAQ:AAPL,Apple Inc,0.07517988979816437,0.5766796469688416,0.34814050793647766
05/13/2022,12:54PM,Dow Jones News,"Apple Testing Future iPhone Models Without Lightning Charging Port, Bloomberg Reports",NASDAQ:AAPL,Apple Inc,0.07002086937427521,0.014415835030376911,0.9155632853507996
05/12/2022,11:51AM,Benzinga,Apple Gets Its Bell Rung As Investor Fears Increase,NASDAQ:AAPL,Apple Inc,0.05050517991185188,0.836552083492279,0.11294274032115936
05/12/2022,11:16AM,TipRanks,Apple’s Post Earnings Sell-Off Presents Opportunity,NASDAQ:AAPL,Apple Inc,0.06393961608409882,0.8676047921180725,0.06845554709434509
05/11/2022,10:37AM,TipRanks,Apple to Discontinue One of Its Iconic Products,NASDAQ:AAPL,Apple Inc,0.01774325594305992,0.6746978163719177,0.30755898356437683
05/11/2022,12:00AM,Benzinga,Apple Car Charger Could Be Pretty Similar To iPhone's Magsafe,NASDAQ:AAPL,Apple Inc,0.10263871401548386,0.01193159818649292,0.8854296803474426
05/10/2022,9:45PM,Benzinga,Apple's Latest EV Patent: What You Need To Know,NASDAQ:AAPL,Apple Inc,0.03409880772233009,0.03000105917453766,0.9359001517295837
05/09/2022,11:39AM,ValueWalk,Apple’s New Hire Reignites Discussion On Company’s EV Plan,NASDAQ:AAPL,Apple Inc,0.03422010689973831,0.2159680277109146,0.7498118877410889
05/09/2022,7:53AM,Benzinga,"What Experts Make Of Crypto Crash, Musk Fears For Life, Payments Are Apple's Next Regulatory Battleground And More: 5 Key Stories You May Have Missed From This Weekend",NASDAQ:AAPL,Apple Inc,0.026944400742650032,0.061459872871637344,0.9115957617759705
05/05/2022,3:10PM,Dow Jones News,"Apple Down Over 5%, On Pace for Largest Percent Decrease Since October 2020 -- Data Talk",NASDAQ:AAPL,Apple Inc,0.010396085679531097,0.9704738259315491,0.019130021333694458
05/03/2022,2:57PM,TipRanks,Why Apple Arcade Could Give Services a Jolt,NASDAQ:AAPL,Apple Inc,0.1754433810710907,0.025459324941039085,0.7990972995758057
05/03/2022,2:01PM,Benzinga,"Apple Renews Focus On Apple Car With Latest Move, Hires Industry Veteran",NASDAQ:AAPL,Apple Inc,0.5514371395111084,0.03135720640420914,0.41720566153526306
05/02/2022,5:26PM,Benzinga,"10 Most-Searched Tickers On Benzinga Pro In April: Musk Mania, Apple Drops, Several Newcomers Move Up",NASDAQ:AAPL,Apple Inc,0.15000325441360474,0.17266330122947693,0.677333414554596
05/02/2022,12:46PM,TipRanks,Are 5G Modems Next on Apple’s Bucket List?,NASDAQ:AAPL,Apple Inc,0.0363522544503212,0.036617107689380646,0.9270306825637817
05/02/2022,9:03AM,TipRanks,Does Apple Care About Monopolistic Practices?,NASDAQ:AAPL,Apple Inc,0.03516264632344246,0.12920726835727692,0.8356300592422485
05/02/2022,7:05AM,Dow Jones News,EU Says Its Preliminary View Finds Apple Abused Dominant Position in Markets for Mobile Wallets,NASDAQ:AAPL,Apple Inc,0.8537878394126892,0.007312360685318708,0.1388998031616211
04/29/2022,3:58PM,ValueWalk,Apple Warns It Is Not Immune From Supply Chain Disruptions,NASDAQ:AAPL,Apple Inc,0.08911789953708649,0.8293465375900269,0.08153549581766129
04/29/2022,2:43PM,TipRanks,Apple Stock: Still Solid Despite Lackluster Outlook,NASDAQ:AAPL,Apple Inc,0.9471830129623413,0.030838822945952415,0.02197815105319023
04/29/2022,2:32PM,ValueWalk,Apple’s Numbers Complete Trifecta,NASDAQ:AAPL,Apple Inc,0.04700208827853203,0.054430898278951645,0.8985669612884521
04/29/2022,1:52PM,ValueWalk,Apple Increases Quarterly Dividend By 5% But Falls -2.2% Post Q2 Results,NASDAQ:AAPL,Apple Inc,0.012757978402078152,0.9727919697761536,0.014450011774897575
04/29/2022,12:30PM,TipRanks,Bernstein Sticks to Their Hold Rating for Apple (AAPL),NASDAQ:AAPL,Apple Inc,0.10297290235757828,0.017130248248577118,0.8798968195915222
04/29/2022,7:18AM,Dow Jones News,Apple Shares Slip After Warning of Covid Threat to Revenue,NASDAQ:AAPL,Apple Inc,0.018021751195192337,0.9347876906394958,0.0471905879676342
04/29/2022,7:02AM,TipRanks,Why Did Apple Shares Drop Despite Q2 Beat?,NASDAQ:AAPL,Apple Inc,0.009834319353103638,0.9568288922309875,0.03333677724003792
04/28/2022,4:30PM,Business Wire,Apple Reports Second Quarter Results,NASDAQ:AAPL,Apple Inc,0.03311322629451752,0.14419513940811157,0.8226916193962097
04/28/2022,3:56PM,TipRanks,"Apple Could Fall From the Tree in Q3, Warns Analyst",NASDAQ:AAPL,Apple Inc,0.008801453746855259,0.9587687253952026,0.032429784536361694
04/27/2022,8:00AM,Business Wire,Apple’s Self Service Repair Now Available,NASDAQ:AAPL,Apple Inc,0.08046413958072662,0.012180239893496037,0.9073556065559387
04/26/2022,4:48PM,TipRanks,Apple Stock Is About to Face a Crucial Test,NASDAQ:AAPL,Apple Inc,0.12703575193881989,0.022929957136511803,0.8500343561172485
04/26/2022,4:21PM,ValueWalk,"Tech Megacap Preview For Results This Week: Microsoft, Alphabet, Meta, Apple, Amazon",NASDAQ:AAPL,Apple Inc,0.03353326767683029,0.028452016413211823,0.9380146861076355
04/25/2022,3:15PM,ValueWalk,Apple’s Q1 2022 Gross Margin Hits 5 Year High Of 44%,NASDAQ:AAPL,Apple Inc,0.9408195614814758,0.025178609415888786,0.03400181978940964
04/22/2022,3:03PM,TipRanks,"Apple Stock Offers a Good Hiding Place in a Rocky Stock Market, Says Deutsche Bank",NASDAQ:AAPL,Apple Inc,0.7095916867256165,0.052889615297317505,0.23751871287822723
04/21/2022,11:48AM,Benzinga,"This Obscure Stock's 1-Year Return Makes Tesla, Apple, Microsoft, Amazon And Ford Look Like An Afterthought",NASDAQ:AAPL,Apple Inc,0.09270136058330536,0.017039651051163673,0.8902590274810791
04/14/2022,12:41PM,TipRanks,Apple Stock: Disruptive Services Could Bolster Growth,NASDAQ:AAPL,Apple Inc,0.3144354820251465,0.6234148740768433,0.06214971840381622
04/14/2022,8:00AM,Business Wire,Apple Helps Suppliers Rapidly Accelerate Renewable Energy Use Around the World,NASDAQ:AAPL,Apple Inc,0.7872211337089539,0.007380285765975714,0.20539860427379608
04/12/2022,4:39AM,TipRanks,Apple Turns to India for Manufacturing,NASDAQ:AAPL,Apple Inc,0.05509297549724579,0.014780628494918346,0.9301263689994812
04/11/2022,10:03AM,Benzinga,This Day In Market History: Apple Launches Its First Product,NASDAQ:AAPL,Apple Inc,0.1058468446135521,0.017645522952079773,0.876507580280304
04/11/2022,8:38AM,Dow Jones News,"Apple Faces Additional EU Antitrust Charge in Spotify Case, Reuters Reports",NASDAQ:AAPL,Apple Inc,0.016232555732131004,0.926239550113678,0.057527877390384674
04/09/2022,4:02PM,Benzinga,"Benzinga Bulls And Bears Of The Week: Apple, Twitter, Alcoa, BYD, Ford And This E-commerce Platform",NASDAQ:AAPL,Apple Inc,0.037530794739723206,0.020053278654813766,0.9424158930778503
04/09/2022,1:24PM,Benzinga,"This Entertainment Company's 1-Year Return Routs Bitcoin, Tesla, Disney, Apple, Microsoft, AMD, Nvidia And Ford",NASDAQ:AAPL,Apple Inc,0.26172658801078796,0.00932756531983614,0.7289458513259888
04/08/2022,4:20AM,TipRanks,Deutsche Bank Sticks to Its Buy Rating for Apple (AAPL),NASDAQ:AAPL,Apple Inc,0.25794240832328796,0.012945208698511124,0.7291123867034912
04/07/2022,10:46AM,TipRanks,Apple: Skating to Where the Puck is Headed,NASDAQ:AAPL,Apple Inc,0.035270582884550095,0.03148465231060982,0.9332447648048401
04/06/2022,7:30PM,Business Wire,"Apple Myeongdong Opens Saturday, April 9, in South Korea",NASDAQ:AAPL,Apple Inc,0.1503795087337494,0.013595541939139366,0.8360249400138855
04/06/2022,3:05PM,TipRanks,Is Apple Bank in the Cards? Unlikely Says This Analyst,NASDAQ:AAPL,Apple Inc,0.06561287492513657,0.024358294904232025,0.9100287556648254
04/05/2022,12:00PM,Business Wire,Apple’s Worldwide Developers Conference Returns in its All-Online Format,NASDAQ:AAPL,Apple Inc,0.17197304964065552,0.015149255283176899,0.8128777146339417
04/04/2022,7:20AM,TipRanks,UBS Believes Apple (AAPL) Won’t Stop Here,NASDAQ:AAPL,Apple Inc,0.11471278220415115,0.040952883660793304,0.8443343639373779
04/02/2022,1:20PM,Benzinga,"This Bitcoin-Related Company Has A Better 2-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.9465889930725098,0.012288764119148254,0.041122302412986755
04/02/2022,10:09AM,Benzinga,"Benzinga Bulls And Bears Of The Week: Apple, Tesla, Coinbase, Disney, General Motors, Harley Davidson And More",NASDAQ:AAPL,Apple Inc,0.026323968544602394,0.03313593566417694,0.9405401349067688
04/01/2022,4:00PM,Benzinga,"This Canadian Clothing Company Has A Better One-Year Return Than Apple, Ford and AMD",NASDAQ:AAPL,Apple Inc,0.9547732472419739,0.016758030280470848,0.02846868708729744
04/01/2022,5:22AM,TipRanks,Apple Seeks to Diversify Chip Supply for iPhones,NASDAQ:AAPL,Apple Inc,0.7678497433662415,0.0060800909996032715,0.22607013583183289
03/31/2022,10:30PM,TipRanks,Evercore ISI Believes Apple (AAPL) Won’t Stop Here,NASDAQ:AAPL,Apple Inc,0.16022351384162903,0.03033883310854435,0.80943763256073
03/31/2022,1:00PM,Business Wire,Apple Business Essentials Now Available for Small Businesses,NASDAQ:AAPL,Apple Inc,0.10004203021526337,0.013749349862337112,0.8862085938453674
03/31/2022,12:40PM,TipRanks,Apple: Next Services Push Could Propel Valuation Multiple,NASDAQ:AAPL,Apple Inc,0.866450309753418,0.012311629019677639,0.12123806029558182
03/31/2022,10:52AM,Benzinga,"This EV Charging Stock Has A Better 6-Month Return Than Tesla, Ford, Nvidia And Apple",NASDAQ:AAPL,Apple Inc,0.9381247162818909,0.011100015603005886,0.05077529698610306
03/30/2022,3:22PM,Dow Jones News,"Apple, Meta Platforms Provided Customer Data to Hackers Posing as Law Enforcement -Bloomberg",NASDAQ:AAPL,Apple Inc,0.029179777950048447,0.04479580372571945,0.9260244369506836
03/30/2022,8:00AM,Business Wire,Apple Launches $50 Million Supplier Employee Development Fund,NASDAQ:AAPL,Apple Inc,0.1375635266304016,0.02203524298965931,0.8404012322425842
03/28/2022,6:57PM,TipRanks,"Oscar Win Could Give Apple TV+ the Required Boost, Says Top Analyst",NASDAQ:AAPL,Apple Inc,0.945107102394104,0.01351920235902071,0.04137369990348816
03/28/2022,8:21AM,TipRanks,Apple Fails to Abide by a Dutch Order,NASDAQ:AAPL,Apple Inc,0.018930133432149887,0.857268750667572,0.123801089823246
03/28/2022,12:43AM,Business Wire,Apple’s “CODA” Wins Historic Oscar for Best Picture at the Academy Awards,NASDAQ:AAPL,Apple Inc,0.5507280230522156,0.07492510229349136,0.37434685230255127
03/27/2022,5:17PM,Benzinga,"These Are The Top 10 Stocks Held On Robinhood: Where Do Apple, Tesla, AMC And Sundial Rank?",NASDAQ:AAPL,Apple Inc,0.029027514159679413,0.03531884029507637,0.9356536269187927
03/27/2022,12:20PM,TipRanks,Wedbush Believes Apple (AAPL) Still Has Room to Grow,NASDAQ:AAPL,Apple Inc,0.8793386816978455,0.007606011349707842,0.1130552664399147
03/24/2022,1:43AM,TipRanks,Apple Buys UK-based Credit Scoring Startup Credit Kudos – Report,NASDAQ:AAPL,Apple Inc,0.09581146389245987,0.013391938991844654,0.8907965421676636
03/23/2022,6:51PM,TipRanks,Apple: Here Comes a Monster Growth Cycle,NASDAQ:AAPL,Apple Inc,0.10766040533781052,0.3835459053516388,0.5087937116622925
03/23/2022,2:01PM,Dow Jones News,"Apple Currently Up Seven Consecutive Days, Best Performer in the DJIA So Far Today -- Data Talk",NASDAQ:AAPL,Apple Inc,0.8117477893829346,0.01910477504134178,0.16914743185043335
03/22/2022,2:50AM,Benzinga,Apple's EV Map Routing Feature Finally Comes To Ford Mustang Mach-Es,NASDAQ:AAPL,Apple Inc,0.14416378736495972,0.011151297017931938,0.844684898853302
03/20/2022,10:33AM,Benzinga,"This Solar Company's 5-Year Return Makes Bitcoin, Tesla, Disney, Apple, Microsoft, Ford, And Alibaba Look Trifling",NASDAQ:AAPL,Apple Inc,0.1466444581747055,0.380934476852417,0.4724210798740387
03/18/2022,12:59PM,TipRanks,Apple Stock: Shenzhen Lockdown Will Have Little Impact… For Now,NASDAQ:AAPL,Apple Inc,0.034855421632528305,0.14251099526882172,0.8226335048675537
03/18/2022,10:12AM,Benzinga,"This Telecommunications Company Has A Better 1-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.9388444423675537,0.010309207253158092,0.05084635689854622
03/14/2022,8:49PM,TipRanks,"Apple: iPhone SE Could Drive Further Upside, Says Top Analyst",NASDAQ:AAPL,Apple Inc,0.20910297334194183,0.7156467437744141,0.07525023072957993
03/14/2022,2:09PM,TipRanks,Apple Stock: Safe Pick amid Geopolitical Risks,NASDAQ:AAPL,Apple Inc,0.6789531707763672,0.13897190988063812,0.1820749044418335
03/14/2022,10:20AM,TipRanks,Apple (AAPL) Receives a New Rating from Evercore ISI,NASDAQ:AAPL,Apple Inc,0.5126107931137085,0.01003046054393053,0.47735875844955444
03/12/2022,10:46AM,Benzinga,"This Clean Energy Company Has A Better 5-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.9269841909408569,0.0089676883071661,0.06404809653759003
03/11/2022,11:11AM,TipRanks,Apple Stock: New Tech Could Propel Growth,NASDAQ:AAPL,Apple Inc,0.9308766722679138,0.01194493193179369,0.05717837065458298
03/11/2022,9:57AM,TipRanks,Apple Stock: Its Valuation Premium Is Deserved,NASDAQ:AAPL,Apple Inc,0.08760585635900497,0.012546742334961891,0.8998474478721619
03/09/2022,3:45AM,TipRanks,Apple Inks Streaming Deal with Major League Baseball,NASDAQ:AAPL,Apple Inc,0.5742169618606567,0.0302573312073946,0.395525723695755
03/08/2022,1:57PM,Business Wire,"Apple Unveils M1 Ultra, the World’s Most Powerful Chip for a Personal Computer",NASDAQ:AAPL,Apple Inc,0.35551780462265015,0.012395467609167099,0.6320867538452148
03/08/2022,1:57PM,Business Wire,Apple Unveils All-New Mac Studio and Studio Display,NASDAQ:AAPL,Apple Inc,0.11689238995313644,0.011923504061996937,0.8711841106414795
03/08/2022,1:56PM,Dow Jones News,"Apple, Major League Baseball Partner To Bring Content to Apple TV+",NASDAQ:AAPL,Apple Inc,0.23919057846069336,0.008173270151019096,0.7526360750198364
03/08/2022,1:24PM,Business Wire,Apple Introduces the Most Powerful and Versatile iPad Air Ever,NASDAQ:AAPL,Apple Inc,0.538309633731842,0.012587830424308777,0.449102520942688
03/08/2022,1:16PM,Business Wire,Apple Announces the New iPhone SE: A Powerful Smartphone in an Iconic Design,NASDAQ:AAPL,Apple Inc,0.5217931866645813,0.012929974123835564,0.4652768671512604
03/08/2022,1:16PM,Business Wire,Apple Introduces Gorgeous New Green Finishes for the iPhone 13 Lineup,NASDAQ:AAPL,Apple Inc,0.25100088119506836,0.011569172143936157,0.7374299764633179
03/08/2022,1:05PM,Business Wire,Apple and Major League Baseball To Offer “Friday Night Baseball”,NASDAQ:AAPL,Apple Inc,0.12469059228897095,0.011479584500193596,0.8638297915458679
03/08/2022,11:00AM,Benzinga,"This Steel Company Has A Better 1-Year Return Than Tesla, Ford, Apple, Microsoft And Amazon",NASDAQ:AAPL,Apple Inc,0.9423179030418396,0.010927523486316204,0.0467546172440052
03/04/2022,6:58PM,TipRanks,Apple Stock: JPMorgan Lays Out the Bull and Bear Case,NASDAQ:AAPL,Apple Inc,0.03216693922877312,0.02707577310502529,0.9407573342323303
03/02/2022,1:23PM,ValueWalk,"Apple, Microsoft And Amazon Would Rank In The Top 15 Richest Countries",NASDAQ:AAPL,Apple Inc,0.13928306102752686,0.011806395836174488,0.8489105701446533
03/02/2022,3:04AM,Benzinga,Apple Pauses Sales Of iPhone And Other Products In Russia Amid Country's Invasion Of Ukraine,NASDAQ:AAPL,Apple Inc,0.009467249736189842,0.9324528574943542,0.05807992070913315
03/02/2022,12:53AM,TipRanks,Apple Stops Selling Products in Russia and Limits Services – Report,NASDAQ:AAPL,Apple Inc,0.009242735803127289,0.9335763454437256,0.05718092620372772
02/11/2022,11:29AM,Benzinga,"This Theme Park Stock Has A Better 1-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.9322464466094971,0.010730442591011524,0.057023193687200546
02/09/2022,10:08AM,Benzinga,"This Cargo Shipping Company Has A Better 5-Year Return Than Apple, Microsoft, Ford And Wells Fargo",NASDAQ:AAPL,Apple Inc,0.9485154747962952,0.011180752888321877,0.040303785353899
02/09/2022,10:08AM,Benzinga,"This Cargo Shipping Company's 5-Year Return Beats Apple, Microsoft, Ford And Wells Fargo",NASDAQ:AAPL,Apple Inc,0.8733005523681641,0.009166501462459564,0.11753293871879578
02/08/2022,11:17AM,Business Wire,"Apple lands historic first Best Picture Oscar nomination for “CODA,” and secures six Academy Award nominations including Best Actor for Denzel Washington in “The Tragedy of Macbeth” and Best Supporting Actor for Troy Kotsur in “CODA”",NASDAQ:AAPL,Apple Inc,0.8244625329971313,0.025908498093485832,0.1496288925409317
02/08/2022,11:01AM,Dow Jones News,Apple to Launch Tap to Pay on iPhone Feature,NASDAQ:AAPL,Apple Inc,0.14389586448669434,0.008562326431274414,0.8475418090820312
02/08/2022,10:00AM,Business Wire,Apple empowers businesses to accept contactless payments through Tap to Pay on iPhone,NASDAQ:AAPL,Apple Inc,0.10634745657444,0.011841497384011745,0.8818109631538391
02/06/2022,11:42AM,Benzinga,"10 Most Searched Tickers On Benzinga In January: SPY, Tesla, Apple And More",NASDAQ:AAPL,Apple Inc,0.03394661471247673,0.036285486072301865,0.929767906665802
02/05/2022,1:28PM,Benzinga,"This Advertising Company Has A Better 5-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc,0.9357540011405945,0.01024478767067194,0.05400117114186287
01/28/2022,4:59PM,Dow Jones News,"Apple Ends Up 6.98%, Sees Largest Percent Increase Since July 2020 -- Data Talk",NASDAQ:AAPL,Apple Inc,0.9071168303489685,0.019574737176299095,0.07330849766731262
01/28/2022,4:02PM,ValueWalk,Stocks Rebound On Apple And ECI Decline – OANDA,NASDAQ:AAPL,Apple Inc,0.12660016119480133,0.8242133855819702,0.04918649047613144
01/28/2022,11:52AM,Dow Jones News,"Apple Up Over 5%, on Track for Largest Percent Increase Since October 2020 -- Data Talk",NASDAQ:AAPL,Apple Inc,0.93748539686203,0.01862291432917118,0.04389163479208946
01/28/2022,10:04AM,ValueWalk,"Apple – Record Number Of Active Devices, Shrugs Off Fed Jitters",NASDAQ:AAPL,Apple Inc,0.4274168610572815,0.31742286682128906,0.25516021251678467
01/28/2022,8:26AM,TipRanks,Apple (AAPL) Receives a Buy from Monness,NASDAQ:AAPL,Apple Inc,0.173855721950531,0.009278611280024052,0.8168656229972839
01/28/2022,3:40AM,TipRanks,J.P. Morgan Sticks to Its Buy Rating for Apple (AAPL),NASDAQ:AAPL,Apple Inc,0.3369886577129364,0.016484670341014862,0.6465267539024353
01/28/2022,3:01AM,TipRanks,Apple Posts Upbeat Q1 Results on Record Quarterly Sales,NASDAQ:AAPL,Apple Inc,0.8781790733337402,0.08864554762840271,0.03317531198263168
01/27/2022,4:30PM,Business Wire,Apple Reports First Quarter Results,NASDAQ:AAPL,Apple Inc,0.03691999614238739,0.0677194595336914,0.89536052942276
01/27/2022,3:48PM,TipRanks,Apple Stock: All Eyes on Earnings This Afternoon,NASDAQ:AAPL,Apple Inc,0.024413032457232475,0.06624355912208557,0.9093433618545532
01/27/2022,4:27AM,TipRanks,Apple Plans to Convert iPhones into Payment Terminals – Report,NASDAQ:AAPL,Apple Inc,0.17362825572490692,0.007824720814824104,0.8185470700263977
01/27/2022,2:45AM,TipRanks,Apple Wins Top Spot in China for Phone Sales,NASDAQ:AAPL,Apple Inc,0.9042968153953552,0.019181769341230392,0.07652135193347931
01/26/2022,5:28PM,TipRanks,"Apple’s Q1 Numbers Should Be Fine — But the Stock Is Still Not a Buy, Warns Goldman Sachs",NASDAQ:AAPL,Apple Inc,0.20841169357299805,0.5356591939926147,0.255929172039032
01/25/2022,9:28PM,TipRanks,Apple Stock: Everything You Need to Know Ahead of Earnings,NASDAQ:AAPL,Apple Inc,0.03265964612364769,0.022097647190093994,0.9452426433563232
01/25/2022,10:30AM,TipRanks,What the Unequal Distribution of Monthly Website Visits Tells Us About Apple’s Q1,NASDAQ:AAPL,Apple Inc,0.03780953958630562,0.026637138798832893,0.9355533123016357
