Date,Time,Source,Headline,Symbol,Company
08/02/2022,4:32PM,Edgar (US Regulatory),Prospectus Filed Pursuant to Rule 424(b)(2) (424b2),NASDAQ:AAPL,Apple Inc
08/01/2022,2:43AM,TipRanks,"Apple’s Growth & Demand Story Playing Out Well, Says Top Analyst",NASDAQ:AAPL,Apple Inc
07/31/2022,11:39PM,TipRanks,Apple (AAPL) Gets a Buy Rating from Robert W. Baird,NASDAQ:AAPL,Apple Inc
07/31/2022,6:12PM,Finscreener.org,Stock Market Ahead: What to Expect Next Week,NASDAQ:AAPL,Apple Inc
07/29/2022,10:45AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
07/29/2022,9:55AM,TipRanks,"New Buy Rating for Apple (AAPL), the Technology Giant",NASDAQ:AAPL,Apple Inc
07/29/2022,6:03AM,Edgar (US Regulatory),Quarterly Report (10-q),NASDAQ:AAPL,Apple Inc
07/29/2022,3:15AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
07/29/2022,2:59AM,TipRanks,Apple Q3 Results Top Estimates; Declares Dividend,NASDAQ:AAPL,Apple Inc
07/28/2022,4:32PM,Edgar (US Regulatory),Current Report Filing (8-k),NASDAQ:AAPL,Apple Inc
07/28/2022,4:30PM,Business Wire,Apple Reports Third Quarter Results,NASDAQ:AAPL,Apple Inc
07/28/2022,12:46PM,TipRanks,"The Countdown to Apple Earnings Is On, Here’s What to Expect",NASDAQ:AAPL,Apple Inc
07/28/2022,8:32AM,Benzinga,"Benzinga Before The Bell: Apple's Latest Move For Self-Driving Car Project, Monkeypox Is A National Emergency, Spirit-Jet Blue Merger And Other Top Financial Stories Thursday, July 28",NASDAQ:AAPL,Apple Inc
07/28/2022,5:18AM,Benzinga,Apple Poaches Veteran Lamborghini Exec For Self-Driving Car Project: Report,NASDAQ:AAPL,Apple Inc
07/28/2022,1:54AM,TipRanks,Why Apple Stock May Outperform in a Recession,NASDAQ:AAPL,Apple Inc
07/27/2022,7:14AM,TipRanks,"Apple Could Outperform Peers In Q3, Says Top Analyst",NASDAQ:AAPL,Apple Inc
07/26/2022,10:52AM,Benzinga,"Tuesday's Market Minute: Tech Heavyweight Earnings On Deck: GOOGL, MSFT, META, AMZN, AAPL",NASDAQ:AAPL,Apple Inc
07/26/2022,6:45AM,TipRanks,Apple (AAPL) Receives a Hold from Rosenblatt Securities,NASDAQ:AAPL,Apple Inc
07/26/2022,5:00AM,Business Wire,Apple Brompton Road Celebrates Creativity With Vibrant Design and Events Featuring Local Artists,NASDAQ:AAPL,Apple Inc
07/25/2022,1:23PM,Dow Jones News,Koss Shares Jump 37% on Reports of Apple Settlement,NASDAQ:AAPL,Apple Inc
07/25/2022,1:20PM,Benzinga,"This Oil Stock Has A Far Better 1-Year Return Than Tesla, Ford, Nvidia, Microsoft, Amazon, Disney And Apple",NASDAQ:AAPL,Apple Inc
07/25/2022,5:33AM,Finscreener.org,Wall Street: Crucial Week Ahead for the S&P 500,NASDAQ:AAPL,Apple Inc
07/22/2022,8:45AM,TipRanks,Monness Maintains Their Buy Rating on Apple (AAPL),NASDAQ:AAPL,Apple Inc
07/21/2022,8:04PM,TipRanks,"Apple: Don’t Underestimate the Continued Growth Story, Says Analyst",NASDAQ:AAPL,Apple Inc
07/21/2022,12:33PM,Benzinga,"This Top Chipmaker Has A Better 5-Year Return Than Amazon, Apple, Nvidia, Microsoft, Ford, Wells Fargo And Starbucks",NASDAQ:AAPL,Apple Inc
07/21/2022,10:43AM,Benzinga,"This Hydrogen Company Has A Better 5-Year Return Than Starbucks, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc
07/21/2022,10:25AM,TipRanks,UBS Keeps Their Buy Rating on Apple (AAPL),NASDAQ:AAPL,Apple Inc
07/21/2022,8:24AM,Benzinga,"Benzinga Before The Bell: Baidu Beats Tesla, Finland Sells $47.5M Bitcoins, Tesla's Bitcoin Sale And Other Top Financial Stories Thursday, July 21",NASDAQ:AAPL,Apple Inc
07/20/2022,12:16AM,TipRanks,Apple to Pay Fine and Settle Lawsuit,NASDAQ:AAPL,Apple Inc
07/19/2022,6:51AM,TipRanks,"Apple Joins Tech Giants on Slow Hiring, Trims Spending",NASDAQ:AAPL,Apple Inc
07/19/2022,2:45AM,TipRanks,Apple (AAPL) Gets a Hold Rating from Goldman Sachs,NASDAQ:AAPL,Apple Inc
07/18/2022,4:06PM,Dow Jones News,"Apple to Slow Hiring, Spending to Deal with Economic Downtown, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
07/14/2022,6:04PM,TipRanks,Apple Stock: Intriguing Value Amid Market Storm,NASDAQ:AAPL,Apple Inc
07/13/2022,8:07AM,TipRanks,"Macro Headwinds to Hurt Apple’s Growth, Says Analyst",NASDAQ:AAPL,Apple Inc
07/13/2022,2:45AM,TipRanks,Apple (AAPL) Gets a Hold Rating from Barclays,NASDAQ:AAPL,Apple Inc
07/12/2022,3:38PM,Business Wire,"Apple scores record-breaking 52 Emmy Award nominations, with “Ted Lasso” leading as most-nominated comedy, and freshman breakout “Severance” landing Best Drama nomination",NASDAQ:AAPL,Apple Inc
07/12/2022,2:20PM,Benzinga,Here's Where Former Tesla Employees Are Getting Hired: Which 2 Rivals Have Benefitted?,NASDAQ:AAPL,Apple Inc
07/12/2022,10:28AM,Benzinga,"This Advertising Company Has A Better 5-Year Return Than Bitcoin, Ethereum, Starbucks, Ford, Microsoft, Apple, Disney And Amazon",NASDAQ:AAPL,Apple Inc
07/11/2022,7:56AM,TipRanks,Monness Reaffirms Their Buy Rating on Apple (AAPL),NASDAQ:AAPL,Apple Inc
07/09/2022,1:33AM,TipRanks,"META Stock: Highly Attractive, but Not Because of the Metaverse",NASDAQ:AAPL,Apple Inc
07/08/2022,10:34AM,TipRanks,"Apple Should Beat June Quarter Expectations but Guide for September Could Disappoint, Says Analyst",NASDAQ:AAPL,Apple Inc
07/07/2022,11:25PM,TipRanks,Evercore ISI Maintains a Buy Rating on Apple (AAPL),NASDAQ:AAPL,Apple Inc
07/07/2022,9:12AM,Benzinga,"This Solar Company's 5-Year Return Makes Tesla, Ford, Disney, Apple, Microsoft, And Amazon Look Trivial",NASDAQ:AAPL,Apple Inc
07/07/2022,7:23AM,TipRanks,Apple to Test Lockdown Mode to Combat Spyware Attacks,NASDAQ:AAPL,Apple Inc
07/06/2022,5:56PM,Dow Jones News,"Apple Plans Smartwatch Geared Towards Extreme Sports Athletes, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
07/06/2022,3:12AM,TipRanks,Apple will Continue to Prove its Naysayers Wrong,NASDAQ:AAPL,Apple Inc
07/05/2022,6:12PM,TipRanks,5-Star Analyst Lays Out the Bullish Case for Apple Stock,NASDAQ:AAPL,Apple Inc
07/05/2022,8:49AM,Benzinga,"This Chipmaker Has A Better 5-Year Return Than Amazon, Apple, Nvidia, Microsoft, Ford, Wells Fargo And Starbucks",NASDAQ:AAPL,Apple Inc
07/05/2022,3:22AM,TipRanks,Here’s Why Apple Is Investors’ Favorite Stock,NASDAQ:AAPL,Apple Inc
07/04/2022,1:19PM,TipRanks,Is it Time to Load Up on Apple (AAPL)?,NASDAQ:AAPL,Apple Inc
07/04/2022,1:19PM,TipRanks,Is it Time to Load Up on Apple (AAPL)?,NASDAQ:AAPL,Apple Inc
07/04/2022,6:40AM,Finscreener.org,"Down 63% From Record Highs, Is TTD Stock a Buy?",NASDAQ:AAPL,Apple Inc
07/01/2022,3:33PM,TipRanks,"Apple: The iPhone Upgrade Cycle Is Underappreciated, Says 5-Star Analyst",NASDAQ:AAPL,Apple Inc
06/30/2022,4:50PM,Dow Jones News,Apple's Ex-Corporate Law Director Gene Levoff Admits to Insider Trading,NASDAQ:AAPL,Apple Inc
06/30/2022,10:45AM,TipRanks,Tigress Financial Thinks Apple’s Stock is Going to Recover,NASDAQ:AAPL,Apple Inc
06/29/2022,1:03PM,Benzinga,"This Clean Energy Company Has A Better 5-Year Return Than Starbucks, Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc
06/29/2022,5:45AM,TipRanks,Wedbush Thinks Apple’s Stock is Going to Recover,NASDAQ:AAPL,Apple Inc
06/28/2022,9:56AM,TipRanks,Is Apple TV+ Losing $1B to $2B Annually?,NASDAQ:AAPL,Apple Inc
06/28/2022,6:03AM,TipRanks,Wall Street Continues to be Optimistic on Apple Stock: Here’s Why,NASDAQ:AAPL,Apple Inc
06/27/2022,9:29AM,Benzinga,"This Advertising Company Has A Better 5-Year Return Than Bitcoin, Ford, Microsoft, Apple, Disney And Amazon",NASDAQ:AAPL,Apple Inc
06/23/2022,1:45PM,Benzinga,"This Aluminum Company Has A Better 1-Year Return Than Tesla, AMD, Starbucks, Apple, Microsoft, Amazon And Ford",NASDAQ:AAPL,Apple Inc
06/22/2022,10:08AM,Benzinga,"This Obscure Stock's 1-Year Return Makes Tesla, Apple, Microsoft, Amazon, Ford And Starbucks Look Trifling",NASDAQ:AAPL,Apple Inc
06/22/2022,4:38AM,TipRanks,Apple Stock: WWDC Innovations Suggest Big Video-Game Push Coming,NASDAQ:AAPL,Apple Inc
06/21/2022,8:38AM,Benzinga,"Benzinga Before The Bell: Elon Musk Confirms Tesla Cutting Workforce, Kellogg Splitting In 3 Companies And Other Top Financial Stories Tuesday, June 21",NASDAQ:AAPL,Apple Inc
06/21/2022,6:16AM,TipRanks,UBS Reaffirms Their Buy Rating on Apple (AAPL),NASDAQ:AAPL,Apple Inc
06/17/2022,9:51AM,Benzinga,"This Coal Stock Has A Better 1-Year Return Than Nvidia, Ford, Apple, Microsoft, Starbucks, Tesla, Bitcoin And Ethereum",NASDAQ:AAPL,Apple Inc
06/17/2022,6:45AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
06/16/2022,5:01PM,TipRanks,Does Apple’s Future Lie in Advertising? J.P. Morgan Thinks So,NASDAQ:AAPL,Apple Inc
06/15/2022,11:54PM,TipRanks,Apple Stock: Plenty of Catalysts Could Fuel a Rebound,NASDAQ:AAPL,Apple Inc
06/15/2022,8:17AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Wednesday, June 15",NASDAQ:AAPL,Apple Inc
06/15/2022,8:17AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Wednesday, June 15",NASDAQ:AAPL,Apple Inc
06/15/2022,6:51AM,Dow Jones News,"European Smartphone Market Fell 12% in 1Q, Counterpoint Research Says",NASDAQ:AAPL,Apple Inc
06/15/2022,6:22AM,Dow Jones News,European Court Annuls $1.04 Billion Antitrust Fine for Qualcomm,NASDAQ:AAPL,Apple Inc
06/15/2022,4:17AM,TipRanks,Apple Secures MLS Streaming Rights for $250M,NASDAQ:AAPL,Apple Inc
06/14/2022,12:00PM,Business Wire,"Apple and Major League Soccer to Present All MLS Matches Around the World for 10 Years, Beginning in 2023",NASDAQ:AAPL,Apple Inc
06/14/2022,6:06AM,Finscreener.org,How Much Energy Does Bitcoin Use?,NASDAQ:AAPL,Apple Inc
06/13/2022,9:59AM,TipRanks,Apple Leaks Reveal iPhone 14 Camera Upgrades,NASDAQ:AAPL,Apple Inc
06/10/2022,6:37AM,Dow Jones News,"UK Regulator Plans Probe Into Apple, Google Over Mobile Browsing -- Update",NASDAQ:AAPL,Apple Inc
06/10/2022,6:01AM,Dow Jones News,"UK Regulator Plans Market Investigation Into Apple, Google's Market Power in Mobile Browsers, Cloud Gaming",NASDAQ:AAPL,Apple Inc
06/09/2022,6:28PM,TipRanks,BlackRock Owns These 3 High-Quality Stocks; Should You?,NASDAQ:AAPL,Apple Inc
06/08/2022,2:04PM,Benzinga,"This Oil Stock Has A Better 1-Year Return Than Tesla, Ford, Nvidia, Microsoft, Amazon And Apple",NASDAQ:AAPL,Apple Inc
06/08/2022,6:44AM,TipRanks,Apple to Boost Purchasing Power of its Users,NASDAQ:AAPL,Apple Inc
06/08/2022,6:14AM,Benzinga,"Apple CarPlay Good But Won't Fit In With These Cars, Xpeng CEO Says",NASDAQ:AAPL,Apple Inc
06/07/2022,6:01PM,TipRanks,Apple WWDC 2022: Everything You Need to Know,NASDAQ:AAPL,Apple Inc
06/07/2022,11:37AM,TipRanks,Daniel Ives Tweets in Favor of Apple’s M2 Chip,NASDAQ:AAPL,Apple Inc
06/07/2022,8:07AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Tuesday, June 7",NASDAQ:AAPL,Apple Inc
06/07/2022,8:05AM,TipRanks,Apple (AAPL) Gets a Buy Rating from Monness,NASDAQ:AAPL,Apple Inc
06/07/2022,6:15AM,TipRanks,Apple (AAPL) Gets a Hold Rating from Rosenblatt Securities,NASDAQ:AAPL,Apple Inc
06/07/2022,6:05AM,TipRanks,Apple (AAPL) Gets a Buy Rating from Needham,NASDAQ:AAPL,Apple Inc
06/07/2022,5:32AM,Benzinga,Apple Is Reinventing CarPlay: Here's How It Will Change Drivers' Experience,NASDAQ:AAPL,Apple Inc
06/06/2022,11:01PM,ValueWalk,Elon Musk Calls Out Twitter On Its Fake User,NASDAQ:AAPL,Apple Inc
06/06/2022,5:15PM,Business Wire,Apple Provides Developers with Even More Powerful Technologies to Push the App Experience Forward,NASDAQ:AAPL,Apple Inc
06/06/2022,2:46PM,Business Wire,iPadOS 16 Takes the Versatility of iPad Even Further with Powerful New Productivity and Collaboration Features,NASDAQ:AAPL,Apple Inc
06/06/2022,2:30PM,Business Wire,"Apple Unveils M2, Taking the Breakthrough Performance and Capabilities of M1 Even Further",NASDAQ:AAPL,Apple Inc
06/06/2022,2:30PM,Business Wire,macOS Ventura adds Powerful Productivity Tools and New Continuity Features that Make the Mac Experience Better than Ever,NASDAQ:AAPL,Apple Inc
06/06/2022,2:30PM,Business Wire,"Apple Unveils All-New MacBook Air, Supercharged by the New M2 Chip",NASDAQ:AAPL,Apple Inc
06/06/2022,1:55PM,Business Wire,"watchOS 9 Delivers New Ways to Stay Connected, Active, and Healthy",NASDAQ:AAPL,Apple Inc
06/06/2022,1:43PM,Business Wire,Apple Unveils an All-New Lock Screen Experience and New Ways to Share and Communicate in iOS 16,NASDAQ:AAPL,Apple Inc
06/06/2022,10:23AM,Benzinga,"This Solar Company's 5-Year Return Makes Tesla, Disney, Apple, Microsoft, Ford And Amazon Look Trivial",NASDAQ:AAPL,Apple Inc
06/06/2022,8:54AM,TipRanks,Here’s a Sneak-Peak of Apple’s Annual Developer Conference,NASDAQ:AAPL,Apple Inc
06/03/2022,8:23PM,TipRanks,Apple: What to Look Out for at the Upcoming WWDC 2022 Event,NASDAQ:AAPL,Apple Inc
06/03/2022,10:16AM,TipRanks,Square Teams Up with Apple for “Tap to Pay”,NASDAQ:AAPL,Apple Inc
06/03/2022,8:02AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Friday, June 3",NASDAQ:AAPL,Apple Inc
06/03/2022,2:45AM,TipRanks,Apple (AAPL) Receives a Hold from Goldman Sachs,NASDAQ:AAPL,Apple Inc
06/02/2022,8:07PM,TipRanks,"Apple: VR/AR Headset, China’s Reopening Could Boost Shares",NASDAQ:AAPL,Apple Inc
06/02/2022,6:25PM,TipRanks,"New Buy Rating for Apple (AAPL), the Technology Giant",NASDAQ:AAPL,Apple Inc
06/02/2022,8:01AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Thursday, June 2",NASDAQ:AAPL,Apple Inc
06/01/2022,10:46AM,TipRanks,Apple Faces Higher Employment Costs: Now What?,NASDAQ:AAPL,Apple Inc
06/01/2022,10:14AM,ValueWalk,These Were The Five Best And Worst-Performing Mega-Cap Stocks In May 2022,NASDAQ:AAPL,Apple Inc
05/31/2022,4:02PM,Benzinga,10 Of The Highest Volume Options Contracts On Tuesday,NASDAQ:AAPL,Apple Inc
05/31/2022,12:00PM,Benzinga,"This Advertising Company Has A Better 5-Year Return Than Ford, Microsoft, Apple, Disney, Netflix And Amazon",NASDAQ:AAPL,Apple Inc
05/31/2022,8:02AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Tuesday, May 31",NASDAQ:AAPL,Apple Inc
05/28/2022,11:48AM,Benzinga,"Benzinga Bulls And Bears Of The Week: Coinbase, Tesla, Apple, Nvidia, Planet Fitness And This Legacy Automaker",NASDAQ:AAPL,Apple Inc
05/27/2022,5:49PM,Dow Jones News,"Labor Group at Apple Atlanta Store Withdraws Election Request, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
05/27/2022,3:58PM,ValueWalk,"Sorry, Warren Buffett, You’re Wrong",NASDAQ:AAPL,Apple Inc
05/26/2022,3:59AM,Dow Jones News,"Apple Plans to Keep iPhone Production Flat This Year, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
05/25/2022,3:20PM,Benzinga,Why Luminar Shares Are Rising Today and What's Its Connection To Apple Car?,NASDAQ:AAPL,Apple Inc
05/25/2022,8:21AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Wednesday, May 25",NASDAQ:AAPL,Apple Inc
05/24/2022,9:00AM,Business Wire,Apple Unveils New Apple Watch Pride Edition Bands,NASDAQ:AAPL,Apple Inc
05/24/2022,8:00AM,Business Wire,"Apple Expands Today at Apple Creative Studios, Providing New Opportunities to Young Creatives",NASDAQ:AAPL,Apple Inc
05/24/2022,5:47AM,Finscreener.org,How Did Zoom Video and Snap Perform in Recent Quarters?,NASDAQ:AAPL,Apple Inc
05/23/2022,10:05PM,TipRanks,Analysts’ Opinions Are Mixed on These Technology Stocks: Apple (AAPL) and VMware (VMW),NASDAQ:AAPL,Apple Inc
05/23/2022,11:43AM,TipRanks,Why Does Apple Want to Shift Its Base From China to India & Vietnam?,NASDAQ:AAPL,Apple Inc
05/23/2022,5:06AM,TipRanks,Apple (AAPL) Gets a Buy Rating from Fundamental Research,NASDAQ:AAPL,Apple Inc
05/22/2022,4:52PM,TipRanks,Apple Faces Macroeconomic Headwinds! Is It Still A Buy?!,NASDAQ:AAPL,Apple Inc
05/22/2022,8:41AM,TipRanks,"Across the World, Apple faces Macro Pressures",NASDAQ:AAPL,Apple Inc
05/21/2022,1:51PM,Benzinga,"This Solar Company's 5-Year Return Makes Bitcoin, Dogecoin, Tesla, Disney, Apple, Microsoft, Ford And Amazon Look Trivial",NASDAQ:AAPL,Apple Inc
05/20/2022,10:45AM,ValueWalk,The Most Searched Stocks Around The World,NASDAQ:AAPL,Apple Inc
05/17/2022,3:09PM,TipRanks,A Look at Apple’s Untapped Advertising Opportunity,NASDAQ:AAPL,Apple Inc
05/17/2022,1:05PM,Dow Jones News,"Apple Delays Return-to-Office Plans Due to Covid, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
05/17/2022,10:20AM,TipRanks,Apple Stock: Looks Cheap amid Bear Market,NASDAQ:AAPL,Apple Inc
05/17/2022,8:45AM,InvestorWire,From a Single Soda Machine to Everywhere: The Explosion of the IoT,NASDAQ:AAPL,Apple Inc
05/17/2022,8:00AM,Business Wire,"Apple Previews Innovative Accessibility Features Combining the Power of Hardware, Software, and Machine Learning",NASDAQ:AAPL,Apple Inc
05/17/2022,12:05AM,TipRanks,Apple (AAPL) Receives a Buy from Evercore ISI,NASDAQ:AAPL,Apple Inc
05/16/2022,8:05AM,TipRanks,Apple is Testing Potentially Risky iPhone Remodelling,NASDAQ:AAPL,Apple Inc
05/14/2022,2:35PM,Benzinga,"10 Weirdest Marketing Fails Of All Time: The Edsel, Fat Ethel And Kendall Jenner's Pepsi With A Cop",NASDAQ:AAPL,Apple Inc
05/13/2022,6:32PM,Edgar (US Regulatory),Statement of Changes in Beneficial Ownership (4),NASDAQ:AAPL,Apple Inc
05/13/2022,12:54PM,Dow Jones News,"Apple Testing Future iPhone Models Without Lightning Charging Port, Bloomberg Reports",NASDAQ:AAPL,Apple Inc
05/12/2022,11:51AM,Benzinga,Apple Gets Its Bell Rung As Investor Fears Increase,NASDAQ:AAPL,Apple Inc
05/12/2022,11:16AM,TipRanks,Apple’s Post Earnings Sell-Off Presents Opportunity,NASDAQ:AAPL,Apple Inc
05/11/2022,10:37AM,TipRanks,Apple to Discontinue One of Its Iconic Products,NASDAQ:AAPL,Apple Inc
05/11/2022,8:05AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Wednesday, May 11",NASDAQ:AAPL,Apple Inc
05/11/2022,12:00AM,Benzinga,Apple Car Charger Could Be Pretty Similar To iPhone's Magsafe,NASDAQ:AAPL,Apple Inc
05/10/2022,9:45PM,Benzinga,Apple's Latest EV Patent: What You Need To Know,NASDAQ:AAPL,Apple Inc
05/10/2022,3:47PM,ValueWalk,Good Stocks Bounce Like Fresh Tennis Balls,NASDAQ:AAPL,Apple Inc
05/09/2022,11:39AM,ValueWalk,Apple’s New Hire Reignites Discussion On Company’s EV Plan,NASDAQ:AAPL,Apple Inc
05/09/2022,8:29AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Monday, May 9",NASDAQ:AAPL,Apple Inc
05/09/2022,7:53AM,Benzinga,"What Experts Make Of Crypto Crash, Musk Fears For Life, Payments Are Apple's Next Regulatory Battleground And More: 5 Key Stories You May Have Missed From This Weekend",NASDAQ:AAPL,Apple Inc
05/06/2022,6:31PM,Edgar (US Regulatory),Statement of Changes in Beneficial Ownership (4),NASDAQ:AAPL,Apple Inc
05/06/2022,7:53AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Friday, May 6",NASDAQ:AAPL,Apple Inc
05/05/2022,3:10PM,Dow Jones News,"Apple Down Over 5%, On Pace for Largest Percent Decrease Since October 2020 -- Data Talk",NASDAQ:AAPL,Apple Inc
05/03/2022,2:57PM,TipRanks,Why Apple Arcade Could Give Services a Jolt,NASDAQ:AAPL,Apple Inc
05/03/2022,2:01PM,Benzinga,"Apple Renews Focus On Apple Car With Latest Move, Hires Industry Veteran",NASDAQ:AAPL,Apple Inc
05/03/2022,7:04AM,Finscreener.org,3 Under-$10 Penny Stocks Investors Should Consider Buying In 2022,NASDAQ:AAPL,Apple Inc
05/02/2022,5:26PM,Benzinga,"10 Most-Searched Tickers On Benzinga Pro In April: Musk Mania, Apple Drops, Several Newcomers Move Up",NASDAQ:AAPL,Apple Inc
05/02/2022,3:20PM,ValueWalk,Relief Rallies In May,NASDAQ:AAPL,Apple Inc
05/02/2022,12:46PM,TipRanks,Are 5G Modems Next on Apple’s Bucket List?,NASDAQ:AAPL,Apple Inc
05/02/2022,9:03AM,TipRanks,Does Apple Care About Monopolistic Practices?,NASDAQ:AAPL,Apple Inc
05/02/2022,8:02AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Monday, May 2",NASDAQ:AAPL,Apple Inc
05/02/2022,7:06AM,Benzinga,Big US Pension Fund Raised Stake In Tesla And This Automaker In Q1,NASDAQ:AAPL,Apple Inc
05/02/2022,7:05AM,Dow Jones News,EU Says Its Preliminary View Finds Apple Abused Dominant Position in Markets for Mobile Wallets,NASDAQ:AAPL,Apple Inc
05/02/2022,5:24AM,Finscreener.org,What’s In Store for the S&P 500 This Week?,NASDAQ:AAPL,Apple Inc
04/29/2022,3:58PM,ValueWalk,Apple Warns It Is Not Immune From Supply Chain Disruptions,NASDAQ:AAPL,Apple Inc
04/29/2022,3:14PM,Benzinga,This Obscure Stock Has Outperformed Tech And EV Giants,NASDAQ:AAPL,Apple Inc
04/29/2022,2:43PM,TipRanks,Apple Stock: Still Solid Despite Lackluster Outlook,NASDAQ:AAPL,Apple Inc
04/29/2022,2:32PM,ValueWalk,Apple’s Numbers Complete Trifecta,NASDAQ:AAPL,Apple Inc
04/29/2022,1:52PM,ValueWalk,Apple Increases Quarterly Dividend By 5% But Falls -2.2% Post Q2 Results,NASDAQ:AAPL,Apple Inc
04/29/2022,12:30PM,TipRanks,Bernstein Sticks to Their Hold Rating for Apple (AAPL),NASDAQ:AAPL,Apple Inc
04/29/2022,8:55AM,TipRanks,"New Buy Rating for Apple (AAPL), the Technology Giant",NASDAQ:AAPL,Apple Inc
04/29/2022,7:18AM,Dow Jones News,Apple Shares Slip After Warning of Covid Threat to Revenue,NASDAQ:AAPL,Apple Inc
04/29/2022,7:13AM,Finscreener.org,How Did Big Tech Perform In Q1 of 2022?,NASDAQ:AAPL,Apple Inc
04/29/2022,7:02AM,TipRanks,Why Did Apple Shares Drop Despite Q2 Beat?,NASDAQ:AAPL,Apple Inc
04/29/2022,6:29AM,Edgar (US Regulatory),Securities Registration: Employee Benefit Plan (s-8),NASDAQ:AAPL,Apple Inc
04/29/2022,6:16AM,Edgar (US Regulatory),Post-effective Amendment to an S-8 Filing (s-8 Pos),NASDAQ:AAPL,Apple Inc
04/29/2022,6:10AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
04/29/2022,3:00AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
04/28/2022,4:30PM,Business Wire,Apple Reports Second Quarter Results,NASDAQ:AAPL,Apple Inc
04/28/2022,3:56PM,TipRanks,"Apple Could Fall From the Tree in Q3, Warns Analyst",NASDAQ:AAPL,Apple Inc
04/28/2022,12:08PM,Benzinga,Are These Global Companies On The Right Side Of History?,NASDAQ:AAPL,Apple Inc
04/27/2022,5:19PM,ValueWalk,"Microsoft (NASDAQ:MSFT) Saves The Day, For Now",NASDAQ:AAPL,Apple Inc
04/27/2022,12:39PM,ValueWalk,"DJI Halts Business In Russia, Ukraine Amid War Use Accusations",NASDAQ:AAPL,Apple Inc
04/27/2022,8:00AM,Business Wire,Apple’s Self Service Repair Now Available,NASDAQ:AAPL,Apple Inc
04/26/2022,4:48PM,TipRanks,Apple Stock Is About to Face a Crucial Test,NASDAQ:AAPL,Apple Inc
04/26/2022,4:21PM,ValueWalk,"Tech Megacap Preview For Results This Week: Microsoft, Alphabet, Meta, Apple, Amazon",NASDAQ:AAPL,Apple Inc
04/25/2022,4:42PM,ValueWalk,The Most Bought And Sold Securities This Week On Fintel + The Top 10 Owned Stocks!,NASDAQ:AAPL,Apple Inc
04/25/2022,3:15PM,ValueWalk,Apple’s Q1 2022 Gross Margin Hits 5 Year High Of 44%,NASDAQ:AAPL,Apple Inc
04/24/2022,6:04PM,Finscreener.org,Big Tech Earnings Expected to Drive S&P 500 This Week,NASDAQ:AAPL,Apple Inc
04/22/2022,3:03PM,TipRanks,"Apple Stock Offers a Good Hiding Place in a Rocky Stock Market, Says Deutsche Bank",NASDAQ:AAPL,Apple Inc
04/21/2022,11:48AM,Benzinga,"This Obscure Stock's 1-Year Return Makes Tesla, Apple, Microsoft, Amazon And Ford Look Like An Afterthought",NASDAQ:AAPL,Apple Inc
04/21/2022,8:38AM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
04/21/2022,7:40AM,Benzinga,"Morning Brief: Top Financial Stories Dominating on Thursday, April 21",NASDAQ:AAPL,Apple Inc
04/20/2022,11:30PM,TipRanks,Apple (AAPL) Received its Third Buy in a Row,NASDAQ:AAPL,Apple Inc
04/20/2022,10:27AM,TipRanks,Goldman Sachs Banks on Consumers for Growth,NASDAQ:AAPL,Apple Inc
04/19/2022,9:06PM,Benzinga,"As Netflix Crashes 25%, 'The Big Short' Fame's Michael Burry Warns Of A Similar Fate For Tesla",NASDAQ:AAPL,Apple Inc
04/19/2022,6:32PM,Edgar (US Regulatory),Statement of Changes in Beneficial Ownership (4),NASDAQ:AAPL,Apple Inc
04/19/2022,6:31PM,Edgar (US Regulatory),Statement of Changes in Beneficial Ownership (4),NASDAQ:AAPL,Apple Inc
04/19/2022,8:45AM,InvestorWire,Powerful Technology and Parabolic Growth,NASDAQ:AAPL,Apple Inc
04/14/2022,12:41PM,TipRanks,Apple Stock: Disruptive Services Could Bolster Growth,NASDAQ:AAPL,Apple Inc
